"","group","median_BaromP","mean_BaromP","min_BaromP","max_BaromP","first_Qu_BaromP","third_Qu_BaromP","count","first_time","median_time","median_time_UTC","IBI_sec"
"104",104,1024.011841,1024.003518067,1023.064941,1024.975342,1023.763855,1024.24194325,3000,1581166885.5101,1581167035.85903,2020-02-08 18:03:55,3602.98371601105
"105",105,1026.554321,1026.54138182967,1025.709961,1027.128662,1026.39172375,1026.695068,3000,1581170488.5715,1581170638.92048,2020-02-08 19:03:58,3603.06140708923
"106",106,1026.748413,1026.73755664167,1026.05835,1027.355225,1026.567688,1026.915283,3000,1581174091.84031,1581174242.18928,2020-02-08 20:04:02,3603.26880788803
"107",107,1027.188843,1027.17634440333,1026.637451,1027.687744,1027.036865,1027.315186,3000,1581177694.2019,1581177844.55088,2020-02-08 21:04:04,3602.36159110069
"108",108,1027.354614,1027.351818437,1026.619629,1027.974365,1027.225342,1027.477844,3000,1581181298.05824,1581181448.41153,2020-02-08 22:04:08,3603.85633277893
"109",109,1028.033691,1028.040921225,1027.532471,1028.540771,1027.91687,1028.175354,3000,1581184900.92097,1581185051.26992,2020-02-08 23:04:11,3602.86273503304
"110",110,1028.2178955,1028.21671174667,1027.656982,1028.700684,1028.09668,1028.347717,3000,1581188504.18978,1581188654.53871,2020-02-09 00:04:14,3603.26880812645
"111",111,1027.51355,1027.508884281,1026.948975,1028.056641,1027.35516375,1027.665039,3000,1581192107.55362,1581192257.89823,2020-02-09 01:04:17,3603.36383891106
"112",112,1027.192871,1027.192036701,1026.662842,1027.598633,1027.07733175,1027.313721,3000,1581195709.62143,1581195859.9704,2020-02-09 02:04:19,3602.06780815125
"113",113,1025.815918,1025.79464144333,1024.961914,1026.489258,1025.62133775,1025.984436,3000,1581199313.18402,1581199463.63231,2020-02-09 03:04:23,3603.56259083748
"114",114,1026.473999,1026.44098153766,1025.282715,1027.289307,1026.233643,1026.675781,3080,1581202916.53921,1581203062.87919,2020-02-09 04:04:22,3603.35518908501
"115",115,1027.108398,1027.09349561367,1026.089844,1027.85376,1026.923035,1027.292053,3000,1581206519.60926,1581206669.96256,2020-02-09 05:04:29,3603.07005596161
"116",116,1027.6073,1027.579357654,1026.075439,1028.688965,1027.28894,1027.915283,3000,1581210122.40288,1581210272.75185,2020-02-09 06:04:32,3602.79361510277
"117",117,1027.859009,1027.98392683267,1025.902588,1031.505127,1027.38147,1028.578186,3000,1581213725.75806,1581213876.11136,2020-02-09 07:04:36,3603.35518789291
"118",118,1028.95459,1029.04385303,1028.203857,1030.912354,1028.826111,1029.13275125,3000,1581217328.42209,1581217478.96977,2020-02-09 08:04:38,3602.66402411461
"119",119,1027.692627,1027.62062664399,1025.302979,1028.871826,1027.222595,1028.025574,3160,1581220931.37985,1581221081.63808,2020-02-09 09:04:41,3602.95776581764
"120",120,1026.661377,1026.52820955467,1024.715088,1027.960449,1026.12396275,1026.980774,3000,1581224534.64001,1581224684.98895,2020-02-09 10:04:44,3603.26015806198
"121",121,1025.056885,1024.953447019,1022.969727,1026.288818,1024.526306,1025.432556,3000,1581228137.58913,1581228287.94239,2020-02-09 11:04:47,3602.94911503792
"122",122,1025.3585205,1025.35292545567,1024.706299,1025.814941,1025.25293,1025.452942,3000,1581231740.5728,1581231891.53089,2020-02-09 12:04:51,3602.98367595673
"123",123,1025.500488,1025.498233233,1024.638184,1026.501465,1025.359314,1025.631897,3000,1581235343.53057,1581235494.48865,2020-02-09 13:04:54,3602.95776605606
"124",124,1025.375488,1025.37573275067,1024.476318,1025.832275,1025.268005,1025.484192,3000,1581238946.21185,1581239096.56079,2020-02-09 14:04:56,3602.68128395081
"125",125,1024.960449,1024.961986082,1023.3396,1028.70459,1024.856567,1025.0625,3000,1581242549.86078,1581242700.20976,2020-02-09 15:05:00,3603.64893007278
"126",126,1023.282471,1023.23908390033,1022.132324,1024.1875,1022.99926775,1023.49762,3000,1581246153.12959,1581246303.48289,2020-02-09 16:05:03,3603.26880884171
"127",127,1024.622559,1024.62064436033,1023.98999,1024.997314,1024.506531,1024.738525,3000,1581249756.11327,1581249906.45792,2020-02-09 17:05:06,3602.98367500305
"128",128,1023.122314,1023.08095068467,1022.081299,1023.898193,1022.88500975,1023.309631,3000,1581253359.37343,1581253509.71807,2020-02-09 18:05:09,3603.26015806198
"129",129,1024.708984,1024.71733152403,1024.304443,1025.083984,1024.629639,1024.815979,3080,1581256962.44352,1581257108.79216,2020-02-09 19:05:08,3603.0700969696
